###################################### udx :  508 76 77,,,
###################################### udx :  6.597402597402597,,,
15 , 262 , 211 , 5
15 , 262 , 238 , 0
15 , 262 , 267 , 0
15 , 262 , 293 , 0
16 , 266 , 310 , 4
16 , 267 , 254 , 1
16 , 268 , 227 , 1
16 , 268 , 282 , 0
17 , 272 , 216 , 4
17 , 272 , 297 , 0
17 , 273 , 245 , 1
17 , 273 , 272 , 0
18 , 277 , 288 , 4
18 , 278 , 232 , 1
18 , 278 , 260 , 0
19 , 283 , 275 , 5
19 , 284 , 222 , 1
19 , 284 , 250 , 0
20 , 288 , 266 , 4
20 , 290 , 238 , 2
21 , 294 , 199 , 4
21 , 294 , 227 , 0
22 , 299 , 244 , 5
23 , 369 , 467 , 70
24 , 412 , 266 , 43
######################################
######################################
###################################### udx :  234 78 79
###################################### udx :  2.962025316455696
1 , 183 , 256 , 5
1 , 185 , 282 , 2
2 , 188 , 272 , 3
2 , 190 , 243 , 2
3 , 194 , 287 , 4
3 , 195 , 234 , 1
3 , 196 , 260 , 1
4 , 200 , 277 , 4
4 , 201 , 221 , 1
4 , 201 , 249 , 0
5 , 206 , 212 , 5
5 , 206 , 238 , 0
5 , 206 , 266 , 0
6 , 211 , 255 , 5
6 , 212 , 199 , 1
6 , 212 , 228 , 0
6 , 212 , 284 , 0
7 , 217 , 216 , 5
7 , 217 , 244 , 0
7 , 217 , 271 , 0
7 , 217 , 298 , 0
8 , 223 , 205 , 6
8 , 223 , 233 , 0
8 , 223 , 289 , 0
8 , 224 , 260 , 1
9 , 227 , 194 , 3
9 , 228 , 221 , 1
9 , 228 , 249 , 0
9 , 228 , 276 , 0
9 , 230 , 304 , 2
10 , 233 , 211 , 3
10 , 233 , 294 , 0
10 , 234 , 266 , 1
10 , 235 , 238 , 1
11 , 238 , 283 , 3
11 , 239 , 227 , 1
11 , 239 , 255 , 0
11 , 239 , 309 , 0
11 , 240 , 200 , 1
12 , 245 , 216 , 5
12 , 245 , 244 , 0
12 , 245 , 271 , 0
12 , 245 , 299 , 0
13 , 250 , 205 , 5
13 , 251 , 234 , 1
13 , 251 , 288 , 0
13 , 252 , 260 , 1
13 , 252 , 315 , 0
14 , 256 , 221 , 4
14 , 256 , 277 , 0
14 , 256 , 304 , 0
14 , 257 , 249 , 1
15 , 262 , 211 , 5
15 , 262 , 267 , 0
15 , 263 , 238 , 1
15 , 263 , 293 , 0
16 , 266 , 283 , 3
16 , 266 , 310 , 0
16 , 267 , 226 , 1
16 , 267 , 254 , 0
17 , 272 , 216 , 5
17 , 273 , 245 , 1
17 , 273 , 272 , 0
17 , 273 , 298 , 0
18 , 277 , 288 , 4
18 , 278 , 232 , 1
18 , 278 , 260 , 0
19 , 282 , 222 , 4
19 , 284 , 250 , 2
19 , 284 , 276 , 0
20 , 288 , 239 , 4
20 , 288 , 266 , 0
21 , 294 , 199 , 6
21 , 294 , 227 , 0
21 , 295 , 254 , 1
22 , 299 , 244 , 4
23 , 369 , 467 , 70
24 , 412 , 267 , 43
